customer_number,usia,pekerjaan,status_perkawinan,pendidikan,gagal_bayar_sebelumnya,pinjaman_rumah,pinjaman_pribadi,jenis_kontak,bulan_kontak_terakhir,hari_kontak_terakhir,jumlah_kontak_kampanye_ini,hari_sejak_kontak_sebelumnya,jumlah_kontak_sebelumnya,hasil_kampanye_sebelumnya,tingkat_variasi_pekerjaan,indeks_harga_konsumen,indeks_kepercayaan_konsumen,suku_bunga_euribor_3bln,jumlah_pekerja,pulau,berlangganan_deposito
596965,68,pensiunan,menikah,SMA,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Bali,1
272074,46,pekerja kasar,menikah,Tidak Tamat SD,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,NTT,0
869869,49,teknisi,menikah,Diploma,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Bali,1
365164,39,sosial media specialis,menikah,SMA,unknown,yes,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,NTT,0
232484,44,pekerja kasar,cerai,Tidak Tamat SD,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Jawa,0
442747,60,asisten rumah tangga,cerai,Diploma,no,yes,no,cellular,aug,tue,3,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,Kalimantan,0
613151,46,teknisi,cerai,Diploma,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,NTB,0
143412,40,sosial media specialis,cerai,Diploma,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Papua,0
271746,33,teknisi,menikah,Diploma,no,yes,no,cellular,may,fri,4,3,4,success,-1.8,93.876,-40.0,0.684,5008.7,NTT,1
911631,36,mahasiswa,lajang,SMP,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
817007,32,pengangguran,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sulawesi,0
351108,44,entrepreneur,menikah,SMA,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Jawa,0
217146,27,penyedia jasa,lajang,SMA,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTT,0
325298,32,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Sumatera,0
845791,39,teknisi,lajang,Diploma,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Papua,1
700125,51,pemilik bisnis,menikah,Pendidikan Tinggi,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Sulawesi,0
356017,53,pemilik bisnis,menikah,Pendidikan Tinggi,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Papua,0
626850,39,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Sulawesi,0
229479,31,manajer,menikah,Pendidikan Tinggi,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Jawa,0
239303,33,pekerja kasar,menikah,SMP,unknown,no,yes,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Sumatera,0
576053,40,penyedia jasa,cerai,SMA,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,Papua,0
823095,25,mahasiswa,lajang,SMA,no,yes,no,cellular,oct,mon,1,6,4,success,-1.1,94.601,-49.5,1.032,4963.6,Bali,0
773111,56,sosial media specialis,menikah,SMA,no,no,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.778,5017.5,Sulawesi,0
143391,33,penyedia jasa,menikah,SMA,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,NTB,0
500295,60,unknown,lajang,unknown,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,Kalimantan,0
160552,41,manajer,menikah,SMA,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Bali,0
987411,42,pekerja kasar,cerai,SMP,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Kalimantan,0
647326,40,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,NTB,0
277573,86,pensiunan,cerai,Tidak Tamat SD,no,unknown,unknown,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,NTT,0
604521,47,teknisi,cerai,Diploma,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Sulawesi,0
801071,47,sosial media specialis,cerai,Pendidikan Tinggi,no,no,no,cellular,nov,tue,4,6,1,success,-3.4,92.649,-30.1,0.72,5017.5,Sumatera,1
447074,33,pengangguran,lajang,unknown,no,yes,no,cellular,sep,fri,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,NTB,1
531190,40,penyedia jasa,lajang,SMA,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,NTB,0
480542,43,pemilik bisnis,cerai,SMP,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Sumatera,0
510941,65,pensiunan,menikah,SMA,no,yes,no,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,NTB,1
644681,33,penyedia jasa,menikah,Diploma,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,Bali,0
210095,37,pekerja kasar,menikah,SMP,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Sumatera,0
511963,34,sosial media specialis,menikah,SMA,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Sumatera,1
384926,32,manajer,lajang,Pendidikan Tinggi,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Bali,0
757610,39,penyedia jasa,menikah,SMA,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Sulawesi,0
538368,33,sosial media specialis,menikah,SMA,no,no,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,Jawa,0
648244,51,pengangguran,menikah,SD,no,no,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,Papua,1
761903,45,pekerja kasar,menikah,SMP,no,no,no,telephone,jun,wed,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Bali,0
163302,34,pemilik bisnis,lajang,Pendidikan Tinggi,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Kalimantan,0
516945,29,teknisi,menikah,Diploma,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,Sumatera,1
225734,36,pekerja kasar,menikah,SD,unknown,yes,yes,cellular,may,wed,9,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,NTT,0
524894,34,teknisi,menikah,Diploma,no,no,no,cellular,aug,tue,1,13,1,success,-2.9,92.201,-31.4,0.859,5076.2,Sulawesi,1
592524,41,manajer,menikah,Pendidikan Tinggi,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Sumatera,0
197485,32,penyedia jasa,cerai,SMA,unknown,yes,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,NTT,0
293719,42,sosial media specialis,menikah,SD,no,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,Sulawesi,0
605054,20,mahasiswa,lajang,SMP,no,yes,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,Papua,0
494848,48,sosial media specialis,cerai,SMA,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Sumatera,0
714875,38,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Bali,0
608276,27,mahasiswa,lajang,Pendidikan Tinggi,no,yes,no,cellular,aug,wed,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,Sulawesi,1
275240,50,teknisi,menikah,Pendidikan Tinggi,unknown,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,Kalimantan,0
255719,48,penyedia jasa,menikah,SMA,no,yes,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,Kalimantan,0
725938,50,teknisi,cerai,SMP,no,no,yes,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,NTT,0
658141,53,teknisi,cerai,Diploma,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,Sumatera,0
485309,46,pekerja kasar,menikah,SD,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NTT,0
830941,32,manajer,lajang,Diploma,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Sumatera,1
343393,42,pekerja kasar,cerai,SD,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Bali,0
546674,39,manajer,cerai,SMP,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Sulawesi,0
798450,47,pengangguran,menikah,Diploma,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Jawa,0
509088,36,pemilik bisnis,menikah,Tidak Tamat SD,unknown,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,Papua,0
227431,30,pekerja kasar,lajang,SMP,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Bali,0
805318,48,teknisi,menikah,SMA,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Papua,0
129809,35,entrepreneur,menikah,Pendidikan Tinggi,no,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,NTT,0
950453,55,entrepreneur,menikah,Diploma,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Bali,0
755949,50,sosial media specialis,menikah,SMA,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Bali,0
772729,36,teknisi,cerai,SMP,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sumatera,0
849528,45,sosial media specialis,lajang,SMA,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,Sumatera,0
504010,51,pemilik bisnis,menikah,Pendidikan Tinggi,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Jawa,0
183587,38,entrepreneur,menikah,SMP,unknown,no,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Kalimantan,0
400501,38,teknisi,menikah,Pendidikan Tinggi,no,no,no,telephone,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,NTB,0
931772,57,asisten rumah tangga,menikah,Tidak Tamat SD,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,Kalimantan,0
199972,45,penyedia jasa,lajang,SMA,unknown,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,Jawa,0
917534,28,pekerja kasar,menikah,SMA,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Kalimantan,0
346145,33,teknisi,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,NTT,0
444956,53,pensiunan,menikah,Tidak Tamat SD,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Bali,0
127173,45,penyedia jasa,menikah,SMA,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Kalimantan,0
848366,63,asisten rumah tangga,menikah,Tidak Tamat SD,no,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,NTB,1
270075,47,manajer,cerai,Pendidikan Tinggi,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Sulawesi,0
399741,34,teknisi,lajang,Diploma,no,no,no,cellular,mar,fri,3,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,Bali,1
901409,27,teknisi,lajang,Diploma,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Bali,0
567562,39,pekerja kasar,menikah,SD,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,Papua,0
777384,33,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,NTT,0
207444,32,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,dec,tue,2,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,Jawa,0
355260,41,entrepreneur,cerai,SMA,unknown,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Jawa,0
694543,56,teknisi,cerai,Pendidikan Tinggi,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Papua,0
487185,54,teknisi,menikah,SMA,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Jawa,0
492057,34,teknisi,menikah,Diploma,no,no,no,telephone,mar,mon,4,999,0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,Kalimantan,0
566650,34,sosial media specialis,unknown,Pendidikan Tinggi,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,NTT,0
574158,39,pemilik bisnis,menikah,Pendidikan Tinggi,unknown,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Sumatera,0
292667,62,teknisi,menikah,unknown,no,no,no,cellular,mar,mon,2,3,2,success,-1.8,93.369,-34.8,0.646,5008.7,Sumatera,1
994947,33,teknisi,menikah,Diploma,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,Sulawesi,1
120464,23,mahasiswa,lajang,Pendidikan Tinggi,no,unknown,unknown,cellular,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Kalimantan,0
396871,32,teknisi,menikah,Diploma,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Papua,0
416556,41,pekerja kasar,menikah,SMP,unknown,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Sulawesi,0
940553,36,teknisi,menikah,Diploma,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40.0,0.677,5008.7,Papua,0
210336,48,sosial media specialis,lajang,SD,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sulawesi,0
359008,32,pekerja kasar,menikah,SD,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,NTB,1
241201,59,pensiunan,menikah,Tidak Tamat SD,unknown,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Sulawesi,0
859209,32,penyedia jasa,menikah,SMA,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,Bali,0
980899,50,sosial media specialis,menikah,SMA,no,no,no,cellular,may,wed,2,3,5,success,-1.8,93.876,-40.0,0.682,5008.7,Bali,0
826382,33,pekerja kasar,menikah,SMP,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Kalimantan,0
203890,28,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,Papua,0
691174,56,penyedia jasa,menikah,Tidak Tamat SD,unknown,yes,yes,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,Bali,0
224299,41,pekerja kasar,lajang,Tidak Tamat SD,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,Papua,0
819688,40,teknisi,lajang,Diploma,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NTT,0
477015,31,teknisi,menikah,Pendidikan Tinggi,no,no,no,cellular,oct,tue,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,NTT,0
923358,44,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Bali,0
932117,57,penyedia jasa,menikah,SMA,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Kalimantan,0
619769,49,pemilik bisnis,menikah,SMP,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,NTT,0
856094,36,teknisi,menikah,Diploma,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Jawa,0
928291,42,pekerja kasar,menikah,SD,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,NTT,0
844182,56,penyedia jasa,menikah,SMA,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,Kalimantan,0
601847,31,pekerja kasar,menikah,SMP,no,unknown,unknown,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Kalimantan,0
878781,32,penyedia jasa,menikah,SMA,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sulawesi,0
168371,39,teknisi,lajang,Diploma,no,yes,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Bali,0
624844,50,asisten rumah tangga,menikah,unknown,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Sumatera,0
200210,31,teknisi,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,NTT,0
101202,36,pekerja kasar,menikah,SMA,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,NTB,0
191094,35,pekerja kasar,lajang,SMA,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Bali,0
394577,55,sosial media specialis,menikah,Pendidikan Tinggi,unknown,no,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Papua,0
659615,36,sosial media specialis,cerai,SMA,no,yes,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Sulawesi,0
818872,36,manajer,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,wed,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Sulawesi,1
851456,48,teknisi,menikah,Diploma,no,no,yes,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Bali,0
139007,36,pekerja kasar,menikah,SD,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,NTT,0
638142,26,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.851,5076.2,Bali,0
404152,28,teknisi,lajang,Diploma,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Papua,0
155829,45,sosial media specialis,cerai,SMP,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Jawa,0
274631,45,manajer,menikah,Pendidikan Tinggi,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Sulawesi,0
609022,46,sosial media specialis,lajang,Pendidikan Tinggi,no,no,yes,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Sulawesi,0
341721,38,sosial media specialis,menikah,SMA,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Kalimantan,0
119337,29,pekerja kasar,lajang,SMP,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Sumatera,0
516545,30,pekerja kasar,menikah,SMA,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,NTB,1
280543,37,manajer,menikah,unknown,no,yes,no,cellular,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Kalimantan,0
650219,43,pekerja kasar,menikah,SMP,no,yes,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Bali,0
507876,53,manajer,menikah,Pendidikan Tinggi,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sumatera,0
316508,42,pekerja kasar,menikah,Tidak Tamat SD,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Sulawesi,0
212292,28,pekerja kasar,lajang,SMP,no,yes,yes,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sumatera,0
909645,33,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Sulawesi,1
213472,32,sosial media specialis,lajang,Pendidikan Tinggi,unknown,no,no,telephone,jun,mon,25,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,Sulawesi,0
845495,50,penyedia jasa,menikah,SD,unknown,no,no,telephone,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,NTB,0
740013,26,mahasiswa,lajang,unknown,unknown,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Bali,0
614840,50,pemilik bisnis,menikah,Tidak Tamat SD,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,Jawa,0
428567,52,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,NTB,0
102593,28,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,NTB,1
606623,43,manajer,menikah,Pendidikan Tinggi,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,Kalimantan,0
444952,26,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,mon,1,6,5,success,-1.7,94.027,-38.3,0.904,4991.6,Papua,1
921215,44,pekerja kasar,cerai,SD,unknown,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Kalimantan,1
877521,54,sosial media specialis,cerai,Pendidikan Tinggi,no,yes,no,cellular,oct,wed,2,6,2,success,-3.4,92.431,-26.9,0.735,5017.5,Bali,0
285847,47,pekerja kasar,lajang,SD,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,NTT,0
201417,31,sosial media specialis,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,Sumatera,0
351577,28,penyedia jasa,menikah,SMA,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Jawa,0
773948,50,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTB,0
612255,64,pensiunan,menikah,Pendidikan Tinggi,no,yes,yes,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,Sumatera,0
927244,32,pekerja kasar,menikah,SMP,no,yes,no,cellular,may,wed,1,10,1,success,-1.8,92.893,-46.2,1.334,5099.1,Sulawesi,0
971205,56,penyedia jasa,menikah,SMA,no,no,no,telephone,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Kalimantan,1
425213,26,asisten rumah tangga,lajang,SMA,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Sulawesi,0
220359,30,manajer,menikah,Pendidikan Tinggi,no,no,yes,cellular,oct,wed,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,NTT,1
272251,31,pekerja kasar,menikah,SMP,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Bali,0
836688,53,sosial media specialis,menikah,SMP,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Sumatera,0
761503,51,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,NTB,0
818140,50,sosial media specialis,menikah,SD,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,Kalimantan,0
686338,29,sosial media specialis,lajang,SMA,no,yes,no,cellular,may,wed,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,Bali,1
243721,31,teknisi,menikah,Pendidikan Tinggi,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Sulawesi,1
451922,30,teknisi,lajang,Diploma,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Sulawesi,0
530244,35,sosial media specialis,menikah,SMA,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,Bali,0
163252,41,penyedia jasa,menikah,SMA,no,unknown,unknown,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,Kalimantan,1
